nom_chien,url_identite,url_utilisations,source,confidence
NOX DE CAZAOUS,https://www.centrale-canine.fr/lofselect/chien/nox-de-cazaous-6725157,https://www.centrale-canine.fr/lofselect/chien/nox-de-cazaous-6725157/utilisations,manual_validated,1.0
